"ROOT","1010.38197","32.0","-404.257916","0.0","1.0","0.0"
"SIGN","OUTPUT_OFF","launchPaidDocks","LINES","[-train]","switcher","t@paid",""
"SIGN","POWER_OFF_SELF","launchPaidDocks","LINES","[train]","station","","route contiue 0.5"
"SIGN","OUTPUT_OFF","stopPaidTrainDocks","LINES","[train]","destroy","",""
"SIGN","LINES","[+train]","destination","DocksEast",""
"SIGN","OUTPUT_OFF","stopPaidTrainDocks","LINES","[-train]","switcher","d@DocksEast",""
"NODE","1002.783279","33.0","-404.434926","0.0","1.0","0.0"
"NODE","997.60713","34.0","-404.285288","0.0","1.0","0.0"
"NODE","966.214976","34.0","-399.571068","0.0","1.0","0.0"
"NODE","962.245315","34.0","-398.808246","0.0","1.0","0.0"
"NODE","960.665963","35.0","-398.540817","0.0","1.0","0.0"
"NODE","954.417485","35.0","-397.441683","0.0","1.0","0.0"
"NODE","946.905052","35.0","-396.434455","0.0","1.0","0.0"
"NODE","944.488644","36.0","-395.86571","0.0","1.0","0.0"
"NODE","935.330473","36.0","-394.760488","0.0","1.0","0.0"
"NODE","933.722404","37.0","-394.532311","0.0","1.0","0.0"
"NODE","926.727894","37.0","-393.645104","0.0","1.0","0.0"
"NODE","924.707978","38.0","-393.433409","0.0","1.0","0.0"
"NODE","901.674265","38.0","-390.238954","0.0","1.0","0.0"
"NODE","896.440519","39.0","-389.738281","0.0","1.0","0.0"
"NODE","834.185213","46.421682","-382.307132","0.0","1.0","0.0"
"NODE","784.917292","59.153929","-375.781349","0.0","1.0","0.0"
"NODE","761.621729","62.534162","-378.642895","0.0","1.0","0.0"
"NODE","723.735232","70.387021","-383.904658","0.0","1.0","0.0"
"NODE","684.440843","79.013612","-390.246149","0.0","1.0","0.0"
"NODE","644.022133","88.761422","-395.338557","0.0","1.0","0.0"
"NODE","604.256328","96.284624","-390.881135","0.0","1.0","0.0"
"NODE","560.188313","108.667877","-379.117977","0.0","1.0","0.0"
"NODE","512.367432","121.792653","-364.398262","0.0","1.0","0.0"
"NODE","476.697678","132.657132","-344.835016","0.0","1.0","0.0"
"NODE","457.119624","136.0","-329.830554","0.0","1.0","0.0"
"NODE","452.574556","136.0","-324.610652","0.0","1.0","0.0"
"LINK","450.419161","136.0","-321.70215"
