"ROOT","450.419161","136.0","-321.70215","0.0","1.0","-0.0"
"SIGN","LINES","[+train]","switcher","1:d@VillageDistrict","2:d@TowerDistrict","3:d@DocksEast"
"LINK","444.701249","136.0","-327.402789"
"LINK","455.742192","136.0","-315.653411"
"LINK","452.574556","136.0","-324.610652"
"ROOT","455.742192","136.0","-315.653411","0.0","1.0","0.0"
"NODE","458.21924","136.0","-312.641248","0.0","1.0","-0.0"
"NODE","460.406447","136.0","-309.423035","0.0","1.0","0.0"
"NODE","462.729141","136.0625","-306.083213","0.0","1.0","-0.0"
"NODE","463.779233","136.0625","-303.471972","0.0","1.0","0.0"
"NODE","463.885106","136.0625","-302.210419","0.0","1.0","0.0"
"NODE","463.885106","136.0625","-302.210419","0.0","1.0","0.0"
"NODE","463.870447","135.0625","-300.362797","0.0","1.0","0.0"
"NODE","463.870447","135.0625","-300.362797","0.0","1.0","0.0"
"NODE","464.074013","133.5625","-297.503811","0.0","1.0","0.0"
"NODE","464.789784","132.5","-295.254857","0.0","1.0","0.0"
"NODE","465.22327","132.203026","-294.333498","0.0","1.0","-0.0"
"NODE","465.790384","132.0","-293.462238","0.0","1.0","0.0"
"NODE","467.3565","132.073619","-291.602423","0.0","1.0","-0.0"
"NODE","469.280709","132.0","-290.161539","0.0","1.0","0.0"
"NODE","471.777918","132.0","-289.365328","0.0","1.0","-0.0"
"NODE","474.48019","132.0","-289.453362","0.0","1.0","0.0"
"NODE","476.571275","132.0","-289.654956","0.0","1.0","-0.0"
"NODE","478.659429","132.0","-289.945321","0.0","1.0","0.0"
"NODE","480.904289","132.0","-290.441719","0.0","1.0","-0.0"
"NODE","482.888632","132.0","-289.965797","0.0","1.0","0.0"
"NODE","483.9375","132.0625","-288.995403","-1.0","0.0","0.0"
"NODE","484.492384","132.0","-287.661887","0.0","1.0","0.0"
"NODE","484.560286","132.437708","-287.005607","0.0","1.0","-0.0"
"NODE","484.499769","133.0","-286.412093","0.0","1.0","0.0"
"NODE","484.547266","134.854273","-284.687114","0.0","1.0","-0.0"
"NODE","484.765213","136.5","-282.822571","0.0","1.0","0.0"
"NODE","484.804393","136.776509","-282.399551","0.0","1.0","-0.0"
"NODE","484.883201","137.0625","-281.955571","0.0","1.0","0.0"
"NODE","485.500763","137.0625","-280.531136","0.0","1.0","-0.0"
"NODE","486.444637","137.0","-279.129355","0.0","1.0","0.0"
"NODE","487.373253","137.0","-277.543556","0.0","1.0","-0.0"
"NODE","488.20026","137.0","-275.907317","0.0","1.0","0.0"
"NODE","488.716611","137.0","-274.093417","0.0","1.0","-0.0"
"NODE","489.439198","137.0","-272.393236","0.0","1.0","0.0"
"NODE","490.283493","137.0","-271.273955","0.0","1.0","-0.0"
"NODE","491.386499","137.0","-270.40053","0.0","1.0","0.0"
"NODE","494.00432","137.0","-269.425666","0.0","1.0","-0.0"
"NODE","496.753052","137.0","-268.649294","0.0","1.0","0.0"
"NODE","498.748604","137.0","-267.555606","0.0","1.0","-0.0"
"NODE","500.132145","137.0625","-265.857447","0.0","1.0","0.0"
"NODE","500.760595","137.0625","-263.221151","0.0","1.0","-0.0"
"NODE","500.433158","137.0625","-260.437165","0.0","1.0","0.0"
"NODE","500.446881","137.083006","-259.876035","0.0","1.0","0.0"
"NODE","500.45131","136.5","-259.299648","0.0","1.0","0.0"
"NODE","500.45131","136.5","-259.299648","0.0","1.0","0.0"
"NODE","500.420212","133.5","-256.192315","0.0","1.0","0.0"
"NODE","500.420212","133.5","-256.192315","0.0","1.0","0.0"
"NODE","500.467388","132.9375","-255.752348","0.0","1.0","0.0"
"NODE","500.469391","133.0","-254.831229","0.0","1.0","0.0"
"NODE","500.469391","133.0","-254.831229","0.0","1.0","0.0"
"NODE","500.367026","133.0","-253.640882","0.0","1.0","0.0"
"NODE","500.186153","133.0625","-251.270123","0.0","1.0","-0.0"
"NODE","500.186153","133.0625","-251.270123","0.0","1.0","-0.0"
"NODE","499.15492","133.0625","-249.39529","0.0","1.0","0.0"
"NODE","499.15492","133.0625","-249.39529","0.0","1.0","0.0"
"NODE","498.769388","132.752823","-249.001623","0.0","1.0","-0.0"
"NODE","498.31374","132.5","-248.695086","0.0","1.0","0.0"
"NODE","497.310601","131.971314","-248.253437","0.0","1.0","-0.0"
"NODE","496.093944","132.003282","-247.604144","0.0","1.0","0.0"
"NODE","494.465156","132.065634","-247.294966","0.0","1.0","-0.0"
"NODE","493.687673","131.5","-246.799498","0.0","1.0","0.0"
"NODE","492.561893","131.203787","-246.554792","0.0","1.0","-0.0"
"NODE","491.36793","131.0","-246.468576","0.0","1.0","0.0"
"NODE","491.36793","131.0","-246.468576","0.0","1.0","0.0"
"NODE","489.411696","130.969234","-245.776012","0.0","1.0","-0.0"
"NODE","489.411696","130.969234","-245.776012","0.0","1.0","-0.0"
"NODE","487.527457","131.0625","-245.138272","0.0","1.0","0.0"
"NODE","487.527457","131.0625","-245.138272","0.0","1.0","0.0"
"NODE","485.279392","131.0625","-244.774813","0.0","1.0","0.0"
"NODE","485.279392","131.0625","-244.774813","0.0","1.0","0.0"
"NODE","484.383364","130.5","-245.064106","0.0","1.0","0.0"
"NODE","483.094162","130.0625","-245.04677","0.0","1.0","-0.0"
"NODE","481.797994","130.0","-244.990868","0.0","1.0","0.0"
"NODE","479.740662","130.0625","-244.707742","0.0","1.0","-0.0"
"NODE","479.740662","130.0625","-244.707742","0.0","1.0","-0.0"
"NODE","477.690136","130.0625","-244.502765","0.0","1.0","0.0"
"NODE","477.690136","130.0625","-244.502765","0.0","1.0","0.0"
"NODE","476.091729","130.0","-244.569125","0.0","1.0","-0.0"
"NODE","474.462187","130.0","-244.675862","0.0","1.0","0.0"
"NODE","472.347891","130.0","-244.490859","0.0","1.0","-0.0"
"NODE","470.267352","130.0","-244.02195","0.0","1.0","0.0"
"NODE","466.915132","130.0625","-243.429172","0.0","1.0","-0.0"
"NODE","463.977713","130.0","-242.136542","0.0","1.0","0.0"
"NODE","463.977713","130.0","-242.136542","0.0","1.0","0.0"
"NODE","463.106137","129.567332","-241.463362","0.0","1.0","-0.0"
"NODE","462.267374","129.0","-240.850297","0.0","1.0","0.0"
"NODE","461.441797","128.51453","-240.577446","0.0","1.0","-0.0"
"NODE","460.685825","128.0","-240.228319","0.0","1.0","0.0"
"NODE","460.096802","127.48937","-239.564901","0.0","1.0","-0.0"
"NODE","459.641175","127.0","-238.756843","0.0","1.0","0.0"
"LINK","458.951177","126.5","-238.085797"
"ROOT","444.701249","136.0","-327.402789","0.0","1.0","0.0"
"NODE","438.882105","136.0","-333.073567","0.0","1.0","-0.0"
"NODE","433.308493","136.0","-338.967991","0.0","1.0","0.0"
"NODE","428.302362","136.0","-344.156944","0.0","1.0","-0.0"
"NODE","423.006656","136.5","-344.087132","0.0","1.0","0.0"
"SIGN","OUTPUT_OFF","pauseFreeAtStation","LINES","[-train]","switcher","t@free",""
"SIGN","POWER_OFF_SELF","pauseFreeAtStation","LINES","[train]","station","0:10","continue"
"SIGN","LINES","[+train]","destination","TowerDistrict",""
"SIGN","OUTPUT_OFF","stopPaidTrain","LINES","[-train]","switcher","d@TowerDistrict",""
"SIGN","POWER_OFF_SELF","stopPaidTrain","LINES","[train]","destroy","",""
"SIGN","POWER_OFF_SELF","launchPaidTowerDist","LINES","[train]","station","","route continue 0.5"
"SIGN","OUTPUT_OFF","launchPaidTowerDist","LINES","[-train]","switcher","t@paid",""
"NODE","424.69483","136.0","-350.214791","0.0","1.0","0.0"
"NODE","423.838085","136.0","-353.148808","0.0","1.0","-0.0"
"NODE","422.936372","136.0","-356.063225","0.0","1.0","0.0"
"NODE","421.863163","136.0","-358.366883","0.0","1.0","-0.0"
"NODE","420.386959","136.0","-360.425383","0.0","1.0","0.0"
"NODE","418.427667","136.0625","-362.001743","0.0","1.0","-0.0"
"NODE","416.838842","136.0625","-363.80659","0.0","1.0","0.0"
"NODE","416.410304","136.0625","-365.051971","0.0","1.0","-0.0"
"NODE","416.228378","136.0625","-366.27159","0.0","1.0","0.0"
"NODE","416.131456","135.561253","-366.86542","0.0","1.0","-0.0"
"NODE","416.079935","135.0","-367.3823","0.0","1.0","0.0"
"NODE","416.187089","133.262583","-368.991185","0.0","1.0","-0.0"
"NODE","415.960749","132.0","-370.9375","0.0","1.0","0.0"
"NODE","415.960749","132.0","-370.9375","0.0","1.0","0.0"
"NODE","415.653534","132.0625","-372.35236","0.0","1.0","0.0"
"NODE","415.019453","132.0625","-373.287415","0.0","1.0","0.0"
"NODE","415.019453","132.0625","-373.287415","0.0","1.0","0.0"
"NODE","412.952807","131.5625","-374.886967","0.0","1.0","0.0"
"NODE","411.247309","131.0625","-375.925851","0.0","1.0","0.0"
"NODE","411.247309","131.0625","-375.925851","0.0","1.0","0.0"
"NODE","409.216935","131.000344","-376.770251","0.0","1.0","0.0"
"NODE","409.216935","131.000344","-376.770251","0.0","1.0","0.0"
"NODE","406.812045","131.0","-377.06629","0.0","1.0","0.0"
"NODE","404.130396","131.0625","-377.379494","0.0","1.0","0.0"
"NODE","401.419648","130.5","-377.89979","0.0","1.0","0.0"
"NODE","399.527731","130.0625","-378.15796","0.0","1.0","-0.0"
"NODE","397.725355","130.0625","-378.708419","0.0","1.0","0.0"
"NODE","397.725355","130.0625","-378.708419","0.0","1.0","0.0"
"NODE","395.553277","130.0625","-379.463189","0.0","1.0","0.0"
"NODE","395.553277","130.0625","-379.463189","0.0","1.0","0.0"
"NODE","393.574885","130.0","-380.839333","0.0","1.0","0.0"
"NODE","391.55622","130.0","-382.305644","0.0","1.0","-0.0"
"NODE","389.679067","130.0","-383.960311","0.0","1.0","0.0"
"NODE","388.013972","130.0","-385.401947","0.0","1.0","-0.0"
"NODE","386.413457","130.0","-386.914822","0.0","1.0","0.0"
